,text,target,T,A,polarity
3725,"LOCATION1 for a quirky atmosphere, so it's said  Goldas green",,LOCATION1,transit-location,Positive
3726,LOCATION1 for pub bands  to a strip club,,LOCATION1,nightlife,Positive
3727,"LOCATION1 has a Waitrose , Pizza Express and its own tube station",,LOCATION1,transit-location,Positive
3728,LOCATION1 has a big bus station,,LOCATION1,transit-location,Positive
3729,"LOCATION1 has a big gay scene , and was once a red light district",,LOCATION1,transit-location,Positive
3730,"LOCATION1 has a large choice of parks and is close to LOCATION1, good shops, ",,LOCATION1,green-nature,Positive
3731,LOCATION1 has a large indoor and outdoor market selling all sorts of fashion and many other things too,,LOCATION1,shopping,Positive
3732,"LOCATION1 has a lot of parks , also",,LOCATION1,green-nature,Positive
3733,LOCATION1 has a more urban feel and is full of hipsters,,LOCATION1,green-nature,Positive
3734,LOCATION1 has a new development called the Centrium which is practically next to the station and has gym etc ,,LOCATION1,green-nature,Positive
3735,LOCATION1 has an overhead rail link to central London which is fast and frequent,,LOCATION1,transit-location,Positive
3736,LOCATION1 has been open for a few years now,,LOCATION1,transit-location,Positive
3737,LOCATION1 has good access to London via trains and busses but be warned its not the safest of places so dont go round flashing ya cash or your mobile phones e,,LOCATION1,transit-location,Positive
3738,"LOCATION1 has good connections into town (Metropolitan line, 30 mins) and it still feels like the village ",,LOCATION1,transit-location,Positive
3739,"LOCATION1 has great transport links , i work in LOCATION1 and its 25mins door to door",,LOCATION1,transit-location,Positive
3740,"LOCATION1 has great transport links, train to LOCATION2 ",,LOCATION1,transit-location,Positive
3741,LOCATION1 has hostels and is a safe area,,LOCATION1,safety,Positive
3742,"LOCATION1 has it's good places, but they are expensive",,LOCATION1,price,Negative
3743,LOCATION1 has loads of trains and good buses,,LOCATION1,transit-location,Positive
3744,"LOCATION1 has nice bars , such as Lock Tavern with a beergarden",,LOCATION1,nightlife,Positive
3745,LOCATION1 has quite a low council tax rate so might be your best bet,,LOCATION1,price,Positive
3746,LOCATION1 has some factories around it,,LOCATION1,price,Positive
3747,"LOCATION1 has vibrant community I am thinking of moving to LOCATION1 , ",,LOCATION1,multicultural,Positive
3748,LOCATION1 have winter wonderland - they have a few bits and bobs going on there,,LOCATION1,multicultural,Positive
3749,"LOCATION1 hmmm mm, take the tube to the London then",,LOCATION1,multicultural,Positive
3750,LOCATION1 in the North East is lovely,,LOCATION1,general,Positive
3751,LOCATION1 is  a bit shoddy a few beggars,,LOCATION1,general,Negative
3752,LOCATION1 is  large parkland with lakes and trees,,LOCATION1,green-nature,Positive
3753,LOCATION1 is OK too who knows where is safe nowdays,,LOCATION1,general,Positive
3754,"LOCATION1 is a better area, nice business buildings and beautiful residential houses, good people live there, much easier for transport than LOCATION1",,LOCATION1,general,Positive
3755,LOCATION1 is a big more grungy but lots to do and still quite posh,,LOCATION1,general,Negative
3756,"LOCATION1 is a big place , more than four million people depending on where you stop counting",,LOCATION1,general,Negative
3757,"LOCATION1 is a bit of a dump, LOCATION2 is slightly nicer, though of course both have better and worse areas",,LOCATION1,general,Negative
3758,LOCATION1 is a bit of a mystery to me to be honest,,LOCATION1,general,Negative
3759,LOCATION1 is a bit on the pricey side so a cheaper alternative would be LOCATION2 which is also a perfectly safe area,,LOCATION2,safety,Positive
3760,"LOCATION1 is a bit rough round the edges , but use your common sense and do n't flash your expensive belongings around the council estates late at night and you will be fine Well , you could say it gets dangerously full of drunken students on Friday and Saturday night but apart from that it is no more dangerous than any other part of London",,LOCATION1,safety,Negative
3761,LOCATION1 is a complete dump,,LOCATION1,general,Negative
3762,LOCATION1 is a cosmopolitan district particularly known as the location for the annual Notting Hill Carnival,,LOCATION1,multicultural,Positive
3763,"LOCATION1 is a decent area , you can tell if the area has gangs in it or not by looking at walls in alleyways to see if there are tags on them",,LOCATION1,general,Positive
3764,LOCATION1 is a good area,,LOCATION1,general,Positive
3765,LOCATION1 is a good area - Redbridge,,LOCATION1,general,Positive
3766,LOCATION1 is a good commute and more affordable,,LOCATION1,price,Positive
3767,LOCATION1 is a great area and generally NOT a cheap one now,,LOCATION1,price,Negative
3768,LOCATION1 is a great little spot of countryside,,LOCATION1,general,Positive
3769,LOCATION1 is a large area and has just about every sort of area within it,,LOCATION1,general,Positive
3770,LOCATION1 is a little closer to central London and has good rail and tube links,,LOCATION1,transit-location,Positive
3771,"LOCATION1 is a lovely place to live , and you can find some places to rent at very reasonable rates",,LOCATION1,live,Positive
3772,LOCATION1 is a nice place and has good connections to Central London,,LOCATION1,transit-location,Positive
3773,LOCATION1 is a nice place it has lots of residential areas and a shopping district,,LOCATION1,shopping,Positive
3774,LOCATION1 is a nice quiet area but is expensive,,LOCATION1,price,Negative
3775,LOCATION1 is a notoriously rough area,,LOCATION1,safety,Negative
3776,LOCATION1 is a ordinary sort of suburban area about 10 miles from Central London with many commuters living in it,,LOCATION1,transit-location,Positive
3777,LOCATION1 is a place of two halves,,LOCATION1,transit-location,Positive
3778,LOCATION1 is a posh place but LOCATION2 is nice also ,,LOCATION1,price,Negative
3779,LOCATION1 is a possibility,,LOCATION1,price,Negative
3780,"LOCATION1 is a pretty dingy area , and I wouldnt live there unless I really had to",,LOCATION1,general,Negative
3781,LOCATION1 is a quiet backwater,,LOCATION1,quiet,Positive
3782,"LOCATION1 is a rather bland , non-descript place",,LOCATION1,general,Negative
3783,LOCATION1 is a s  t hole stay clear unless your a drug dealer or addict I moved from there only 9 months ago and never looked back,,LOCATION1,general,Negative
3784,"LOCATION1 is a safe , residential and for the most part , a middle class area",,LOCATION1,safety,Positive
3785,LOCATION1 is a safe middle class area,,LOCATION1,safety,Positive
3786,LOCATION1 is a similar walking distance away,,LOCATION1,safety,Positive
3787,"LOCATION1 is a suburb of LOCATION2 really , but its terrible",,LOCATION1,general,Negative
3788,"LOCATION1 is a very chilled place, much better to go out there than in LOCATION2 ",,LOCATION1,general,Positive
3789,LOCATION1 is a very modern featureless upmarket development interspersed with run down areas and is not a great place to live,,LOCATION1,live,Negative
3790,"LOCATION1 is a very nice and safe area with hostels , it is about ten miles from the centre but the train can take you in in twenty minutes Well Jessy , it seems interesting to me that you 're willing to leave what you kept insisting is the best place in the world",,LOCATION1,safety,Positive
3791,LOCATION1 is a very nice place to live - I personally would rather live there than LOCATION2,,LOCATION1,live,Positive
3792,"LOCATION1 is a very wealthy area in Central London , but regardless of that , its a residential area nontheless , so you will get quite a few quiet roads ",,LOCATION1,price,Negative
3793,LOCATION1 is also a beautiful location ,,LOCATION1,general,Positive
3794,LOCATION1 is also a lovely area to live,,LOCATION1,live,Positive
3795,"LOCATION1 is also a nice place to live its kind of 30 something paradise with restaurants and wine bars, i think if your travelling to cental London (zone 1) then the LOCATION2 is easier, and a bit nicer journey",,LOCATION1,live,Positive
3796,"LOCATION1 is also a wicked night out  I could suggest Randall and Aubin, Seafood Restaurant based on LOCATION1, London",,LOCATION1,dining,Positive
3797,LOCATION1 is also close to the A12 and M11 and A406 if you want to get out of London quickly on the weekend,,LOCATION1,transit-location,Positive
3798,LOCATION1 is also very leafy ( Hampstead Heath ) Everywhere in London has excellent public transport,,LOCATION1,green-nature,Positive
3799,LOCATION1 is an armpit full of chavs,,LOCATION1,general,Negative
3800,"LOCATION1 is an enormous area with all sorts of areas within it , some very luxurious and expensive ",,LOCATION1,price,Negative
3801,LOCATION1 is an interesting area especially near Camden Town Lock,,LOCATION1,general,Positive
3802,LOCATION1 is an up and coming area  plus a lot of late night clubs appearing in that area,,LOCATION1,nightlife,Positive
3803,"LOCATION1 is another good place to go to , it is always really busy , has a good selection of alternative shops , and everyone is always friendly there",,LOCATION1,quiet,Negative
3804,"LOCATION1 is beautiful , lots of parks n green around there",,LOCATION1,green-nature,Positive
3805,LOCATION1 is beautiful EDIT : SS has a valid point,,LOCATION1,general,Positive
3806,"LOCATION1 is beautiful but in central London and in an area surrounded by lots of embassies , so has a more international feel to it",,LOCATION1,general,Positive
3807,LOCATION1 is becoming a ghetto now  ,,LOCATION1,general,Negative
3808,LOCATION1 is better though I guess you mean the LOCATION1 area,,LOCATION1,general,Positive
3809,LOCATION1 is close to LOCATION2 which is always busy and has supermarkets and everything else you would need,,LOCATION2,quiet,Negative
3810,"LOCATION1 is considered one of the best areas of London, but with that salary you can afford it",,LOCATION1,general,Positive
3811,"LOCATION1 is considered to be part of London, not seperate from it",,LOCATION1,general,Positive
3812,LOCATION1 is cool,,LOCATION1,general,Positive
3813,LOCATION1 is delightful,,LOCATION1,general,Positive
3814,"LOCATION1 is directly linked to LOCATION1 by the DLR, which takes about 10 minutes",,LOCATION1,transit-location,Positive
3815,LOCATION1 is dull I am looking to move to London soon but do not really know it that well,,LOCATION1,general,Negative
3816,"LOCATION1 is fashionable so it is more expensive than for instance LOCATION2  north,north west,central ,west tend to be more expensive yes",,LOCATION1,price,Negative
3817,"LOCATION1 is fine - plenty of shops , restaurants , etc Just make sure you 're near a tube station if you do n't drive",,LOCATION1,shopping,Positive
3818,LOCATION1 is full of Indians ,,LOCATION1,multicultural,Positive
3819,LOCATION1 is full of gangs,,LOCATION1,safety,Negative
3820,LOCATION1 is full of mock tudor houses and feels very olde English This person ask for places to live in London and you all mention places outside of London,,LOCATION1,safety,Negative
3821,"LOCATION1 is generally a cheap place to live in London , and its as safe as the rest of London",,LOCATION1,price,Positive
3822,"LOCATION1 is generally considered the nicest, cleanest and safest part  s",,LOCATION1,safety,Positive
3823,LOCATION1 is good and very close alas almost as expensive,,LOCATION1,general,Positive
3824,"LOCATION1 is great , too",,LOCATION1,general,Positive
3825,LOCATION1 is great Tube/overground/THE COMMONS I have lived in LOCATION2 for 25 years and it's now one the most safest places to live,,LOCATION2,safety,Positive
3826,LOCATION1 is great for a day out,,LOCATION1,general,Positive
3827,LOCATION1 is great for a lazy day in the sun w the sunday papers and a picnic ~ great views over the London,,LOCATION1,green-nature,Positive
3828,LOCATION1 is great for getting into the London ,,LOCATION1,transit-location,Positive
3829,"LOCATION1 is huge , and it 's a really nice place to have a picnic or maybe feed the ducks in the river",,LOCATION1,green-nature,Positive
3830,LOCATION1 is in South London,,LOCATION1,green-nature,Positive
3831,"LOCATION1 is in West London, with really good transport links to the centre",,LOCATION1,transit-location,Positive
3832,LOCATION1 is in the county of Hertfordshire (pronounced 'HART-ford-sheer') just to the north/northwest of London,,LOCATION1,transit-location,Positive
3833,"LOCATION1 is incredibly ethnically diverse and no matter where you move , you 're going to find lots of people with a different ethnic background to you",,LOCATION1,multicultural,Positive
3834,LOCATION1 is inexpensive and has good shopping and the restaurant quarter,,LOCATION1,price,Positive
3835,LOCATION1 is inexpensive and has tube stations too,,LOCATION1,price,Positive
3836,LOCATION1 is just a tourist hole ; avoid at all costs,,LOCATION1,general,Negative
3837,"LOCATION1 is just full of tower blocks, but again, there is a lot of building, regeneration and new homes going up ",,LOCATION1,general,Negative
3838,LOCATION1 is just heaven ,,LOCATION1,general,Positive
3839,LOCATION1 is just north of Oxford Street ,,LOCATION1,general,Positive
3840,LOCATION1 is just so fashionable and cool :),,LOCATION1,general,Positive
3841,LOCATION1 is known for its alternative scene and is a good place to visit to witness a different atmosphere of London,,LOCATION1,touristy,Positive
3842,LOCATION1 is like that,,LOCATION1,touristy,Positive
3843,LOCATION1 is looking a bit tatty these days as is LOCATION2,,LOCATION1,general,Negative
3844,"LOCATION1 is lovely , very cultured and artistic it 's down side ( which is also its best point ) is that it 's not near a tube station and you have to get a bus to the nearest ( LOCATION1 ) but this is also its advantage as it gets you away from the grot that usually surrounds a rube station",,LOCATION1,transit-location,Negative
3845,LOCATION1 is marked # 1 .,,LOCATION1,transit-location,Negative
3846,LOCATION1 is marvellous,,LOCATION1,general,Positive
3847,LOCATION1 is meant to be fairly affordable and has good areas,,LOCATION1,price,Positive
3848,"LOCATION1 is more affordable , but close to the center Dude , it 's London - NOWHERE is truly safe",,LOCATION1,price,Positive
3849,LOCATION1 is more better,,LOCATION1,general,Positive
3850,LOCATION1 is more leafy and near LOCATION2 - quite nice ,,LOCATION1,green-nature,Positive
3851,LOCATION1 is my favourite as it is kind of arty,,LOCATION1,general,Positive
3852,LOCATION1 is n't London,,LOCATION1,general,Positive
3853,LOCATION1 is n't bad,,LOCATION1,general,Positive
3854,LOCATION1 is n't great,,LOCATION1,general,Negative
3855,"LOCATION1 is n't the best place to live , I use to work there LOCATION1 is not a very good place ",,LOCATION1,general,Negative
3856,"LOCATION1 is n't the name of an area , it 's just a word to describe residential areas that used to be docks",,LOCATION1,general,Negative
3857,LOCATION1 is nearer London and cheaper though not as nice,,LOCATION1,price,Positive
3858,LOCATION1 is nice,,LOCATION1,general,Positive
3859,"LOCATION1 is nice , but it 's not cheap",,LOCATION1,price,Negative
3860,LOCATION1 is nice and not too far from your uni,,LOCATION1,general,Positive
3861,LOCATION1 is nice but you might find property a bit more expensive,,LOCATION1,price,Negative
3862,LOCATION1 is nice but youd need to look around for a decent priced place to live Wherever they can afford to,,LOCATION1,price,Negative
3863,LOCATION1 is nice good nightlife lots and lots of restaurants of all kinds bars etc anyway i hope this helps look on google earth for LOCATION1 etc good luck,,LOCATION1,nightlife,Positive
3864,LOCATION1 is nice too ,,LOCATION1,general,Positive
3865,"LOCATION1 is nice too, but poorly serviced by public transport",,LOCATION1,transit-location,Negative
3866,"LOCATION1 is nicer , I think , despite it 's reputation",,LOCATION1,general,Positive
3867,LOCATION1 is no longer cheap as anywhere near a tube station in London is expensive as commuters want to be near them,,LOCATION1,price,Negative
3868,"LOCATION1 is not a `` London '' in itself , it is simply a town within the north-east surburbs of London ",,LOCATION1,transit-location,Negative
3869,"LOCATION1 is not a good area , LOCATION2 in general can be quite rough",,LOCATION2,safety,Negative
3870,LOCATION1 is not far,,LOCATION1,transit-location,Positive
3871,LOCATION1 is not far from LOCATION1 and is a much safer and more attractive area,,LOCATION1,safety,Positive
3872,"LOCATION1 is not in London, it is in Hertfordshire",,LOCATION1,safety,Positive
3873,LOCATION1 is not in or near LOCATION2  Whichever of London's airports gives you the lowest air fare,,LOCATION1,safety,Positive
3874,"LOCATION1 is not pretty, but you can't move there if you are not an EU citizen",,LOCATION1,general,Negative
3875,"LOCATION1 is not the best shopping street in London, but there are good transport links to the rest of London",,LOCATION1,shopping,Negative
3876,LOCATION1 is not the cheapest place to live but not too far to LOCATION2 which is much cheaper for accomodation,,LOCATION2,price,Positive
3877,"LOCATION1 is not very nice, with regards to the people, appearance, safety, and has poor connections",,LOCATION1,transit-location,Negative
3878,LOCATION1 is nothing special but like all of London it is expensive,,LOCATION1,price,Negative
3879,LOCATION1 is now a thriving area and lots of money has been spent n regeneration,,LOCATION1,general,Positive
3880,LOCATION1 is now full of asians and chinese,,LOCATION1,multicultural,Positive
3881,"LOCATION1 is ok a little built up now , but very expensive LOCATION2 is brilliant",,LOCATION1,price,Negative
3882,LOCATION1 is ok but aint that expensive well I dunno if your rich or not,,LOCATION1,price,Positive
3883,"LOCATION1 is on the London Underground, Piccadilly Line/Metropolitan Line",,LOCATION1,transit-location,Positive
3884,"LOCATION1 is on the up, with Westfield and the Olympic Park new to the area it has seen regeneration",,LOCATION1,general,Positive
3885,LOCATION1 is one,,LOCATION1,general,Positive
3886,LOCATION1 is one I live in LOCATION2,,LOCATION1,general,Positive
3887,LOCATION1 is one I've been toying with the idea recently of moving to London,,LOCATION1,general,Positive
3888,"LOCATION1 is one of the cheaper areas as far as housing is concerned , It is a deprived area and high iLOCATION1",,LOCATION1,general,Negative
3889,"LOCATION1 is one of the most exciting areas in London and we expect you will spend quite a bit of time exploring its attractions (and perhaps, shopping)",,LOCATION1,touristy,Positive
3890,"LOCATION1 is one of the nicer areas and has good access by the underground into central London , it 's mostly occupied by commuters so it 's even more expensive",,LOCATION1,general,Positive
3891,LOCATION1 is one of the nicest London Boroughs,,LOCATION1,general,Positive
3892,LOCATION1 is one of those places to find real Londoners,,LOCATION1,general,Positive
3893,LOCATION1 is over rated but nice,,LOCATION1,general,Positive
3894,"LOCATION1 is pretty safe and family oriented , in the west of London and not as expensive as central London",,LOCATION1,safety,Positive
3895,LOCATION1 is pricey,,LOCATION1,price,Negative
3896,"LOCATION1 is pricey I 'm moving from London , UK to Toronto next year and would like to live in a comparable neighbourhood",,LOCATION1,price,Negative
3897,LOCATION1 is pricey My friends and I want to live in London,,LOCATION1,price,Negative
3898,LOCATION1 is quite an expensive area,,LOCATION1,price,Positive
3899,LOCATION1 is quite exclusive but on the whole nah,,LOCATION1,general,Negative
3900,LOCATION1 is quite expensive and as you hint at in your question has several parts - ,,LOCATION1,price,Negative
3901,"LOCATION1 is quite far up North and at the border, so that may be a pain location wise but it is  also a pleasant area",,LOCATION1,general,Positive
3902,"LOCATION1 is quite nice ( very diverse though ) , but there are about 6 parks in the area , lots of things to do and has low crime rate",,LOCATION1,safety,Positive
3903,"LOCATION1 is quite nice , on the central line",,LOCATION1,transit-location,Positive
3904,LOCATION1 is quite nice and quaint beleive it or not,,LOCATION1,general,Positive
3905,LOCATION1 is quite up and coming ,,LOCATION1,general,Positive
3906,LOCATION1 is quite varied with a lean towards an alternative/underground scene,,LOCATION1,general,Positive
3907,LOCATION1 is really nice - I live in LOCATION2,,LOCATION1,general,Positive
3908,LOCATION1 is really nice if you can afford it,,LOCATION1,price,Negative
3909,"LOCATION1 is really quite nice , LOCATION2 is really , really not",,LOCATION1,general,Positive
3910,LOCATION1 is really rough,,LOCATION1,safety,Negative
3911,LOCATION1 is relatively well priced and is quite safe no problem there,,LOCATION1,price,Positive
3912,LOCATION1 is rough and quite nasty - I would not like to walk round there at night,,LOCATION1,safety,Negative
3913,LOCATION1 is rubbish at the mo because the Olympics are causing disruption already with loads of building work,,LOCATION1,general,Negative
3914,"LOCATION1 is safe enough , unless you are in the habit of wandering around late at night",,LOCATION1,safety,Positive
3915,LOCATION1 is similar but with a few more independent bars and smaller clubs,,LOCATION1,nightlife,Positive
3916,"LOCATION1 is supposed to be nice, I heard the traffic is murder though",,LOCATION1,general,Positive
3917,LOCATION1 is terrible to live in,,LOCATION1,live,Negative
3918,"LOCATION1 is the best area to live, very scenic",,LOCATION1,live,Positive
3919,LOCATION1 is the best followed by LOCATION2,,LOCATION1,live,Positive
3920,LOCATION1 is the best of the places you mention,,LOCATION1,general,Positive
3921,LOCATION1 is the biggest town centre in that area,,LOCATION1,general,Positive
3922,LOCATION1 is the cheapest area to live in London as it is quite a dodgy area,,LOCATION1,price,Positive
3923,LOCATION1 is the cheapest of the 3 areas and one of the cheapest areas in London ,,LOCATION1,price,Positive
3924,LOCATION1 is the historical home of the capitals arts and entertainments industry,,LOCATION1,price,Positive
3925,"LOCATION1 is the most-upmarket area , former chic-cool spot turned , getting edgier ( cooler ) as you move up to Ladbroke Grove",,LOCATION1,general,Positive
3926,"LOCATION1 is the nearest one - still a bit of a walk from there , though",,LOCATION1,general,Positive
3927,LOCATION1 is the nearest station,,LOCATION1,general,Positive
3928,LOCATION1 is the nicest borough in SE London,,LOCATION1,general,Positive
3929,LOCATION1 is the place for you ,,LOCATION1,general,Positive
3930,LOCATION1 is the place for you It all depends how much you want to pay for your house,,LOCATION1,general,Positive
3931,LOCATION1 is the safest place in London to live in,,LOCATION1,safety,Positive
3932,"LOCATION1 is the true East End , known as the starting point for many immigrant communities over the centuries",,LOCATION1,multicultural,Positive
3933,LOCATION1 is too noisy and polluted and too crowded with tourists visiting the museums there,,LOCATION1,quiet,Negative
3934,LOCATION1 is very cool as well All the areas I 've mentioned have their own nightlife and you 'll always find yourself wandering into neighbouring areas,,LOCATION1,general,Positive
3935,LOCATION1 is very different to LOCATION1 and a bit rough around the edges ,,LOCATION1,safety,Negative
3936,LOCATION1 is very expensive and very posh,,LOCATION1,price,Negative
3937,LOCATION1 is very hip and trendy fantastic night life and market,,LOCATION1,nightlife,Positive
3938,"LOCATION1 is very leafy , with a wonderful park and woodlands , as well as being within walking distance of Hampstead Heath",,LOCATION1,green-nature,Positive
3939,LOCATION1 is very near LOCATION2 as well and I have heard good things about that area as well,,LOCATION1,general,Positive
3940,"LOCATION1 is very similar , With quite streets with lots of trees , waking up to only the sounds of little birds singing ",,LOCATION1,green-nature,Positive
3941,LOCATION1 is very variable,,LOCATION1,green-nature,Positive
3942,LOCATION1 is where Imperial College is located,,LOCATION1,green-nature,Positive
3943,LOCATION1 is where you'll want to go for local significant shopping,,LOCATION1,shopping,Positive
3944,LOCATION1 isn't such a big town but there's quite a lot to explore and in general it's a nice place to settle down in,,LOCATION1,live,Positive
3945,LOCATION1 isnt bad,,LOCATION1,general,Positive
3946,LOCATION1 it's like stepping into delhi,,LOCATION1,multicultural,Positive
3947,LOCATION1 its beautiful and its the poshest part in London ,,LOCATION1,price,Negative
3948,"LOCATION1 itself is a corruption of the original name ""Bayards Water"", which was a well that horses drank from",,LOCATION1,price,Negative
3949,LOCATION1 itself is fine during the day but I would make sure you don't hang around at night as it can be a little scary,,LOCATION1,safety,Negative
3950,"LOCATION1 itself is nice, not really 'toffy' but people are a bit more reserved  ",,LOCATION1,general,Positive
3951,LOCATION1 itself is no more expensive than LOCATION2 ,,LOCATION1,price,Positive
3952,LOCATION1 itself isn't so bad,,LOCATION1,general,Positive
3953,"LOCATION1 just south of LOCATION1 is nice too , but probably on the expensive side",,LOCATION1,price,Negative
3954,"LOCATION1 mainly has sizeable houses , most of which have been converted into flats , and the cost of renting or purchasing is favourable compared with most of London because the area is n't regarded as fashionable",,LOCATION1,price,Positive
3955,LOCATION1 may be an option - it 's not as overly expensive as richmond and still within a reach,,LOCATION1,price,Positive
3956,LOCATION1 might also be cheaper and a bit safer than LOCATION1 at night,,LOCATION1,price,Positive
3957,LOCATION1 might be good for you as it has no tube or rail  so the prices are lower,,LOCATION1,transit-location,Negative
3958,"LOCATION1 nice area, consequently VERY expensive",,LOCATION1,price,Negative
3959,LOCATION1 not sure,,LOCATION1,price,Negative
3960,LOCATION1 now has a tram system so transport should be even better,,LOCATION1,transit-location,Positive
3961,"LOCATION1 obviously , unless you enjoy commuting Anywhere nice in London is at least 250pw for a 1 bed flat plus bills",,LOCATION1,general,Positive
3962,"LOCATION1 of London has lots of tiny little museums that are just beautiful, plus the rather obvious British Museum",,LOCATION1,touristy,Positive
3963,"LOCATION1 on the whole isnt that bad, just a few streets away the housing and area in general gets much nicer and there are some good shops on the high street that I personally use regularly",,LOCATION1,shopping,Positive
3964,"LOCATION1 one of the main road routes towards north-west London so very busy, very heavy traffic, not at all quiet even at night",,LOCATION1,transit-location,Negative
3965,LOCATION1 or LOCATION2,,LOCATION1,transit-location,Negative
3966,LOCATION1 probably will be better than LOCATION1 ,,LOCATION1,general,Positive
3967,LOCATION1 residential area but easy to commute into central London ,,LOCATION1,transit-location,Positive
3968,"LOCATION1 scores highly for transport links and a huge shopping centre; has some green spaces too, ",,LOCATION1,transit-location,Positive
3969,"LOCATION1 seems to be more your kettle of fish, although it isn't directly on the train line",,LOCATION1,transit-location,Negative
3970,LOCATION1 seems to be the next thing that everyone is talking about,,LOCATION1,general,Positive
3971,LOCATION1 seems to have more diplomats and older people,,LOCATION1,general,Positive
3972,LOCATION1 south London 650 per month,,LOCATION1,general,Positive
3973,LOCATION1 suffers from continuous aircraft noise because it is so close to LOCATION2,,LOCATION1,quiet,Negative
3974,"LOCATION1 tube station is a good one if you work in the centre too, as it only takes about 15 minutes to get to Bond Street ",,LOCATION1,transit-location,Positive
3975,"LOCATION1 used to be known as Hatcham, an Anglo-Saxon name, meaning Hacci's village, or possibly the village in the clearing in the woods",,LOCATION1,transit-location,Positive
3976,"LOCATION1 used to be really problematic , but is now better , and has decent tube / train links to most of South London",,LOCATION1,transit-location,Positive
3977,LOCATION1 used to have an underground but the East London Line is being refurbished and it is buses for the next few years,,LOCATION1,transit-location,Negative
3978,LOCATION1 village is lovely,,LOCATION1,general,Positive
3979,"LOCATION1 was once solidly working class cockney, but nowadays a high proportion of the population are immigrants",,LOCATION1,multicultural,Positive
3980,LOCATION1 was one of the worst areas I experienced  My only thought on it is poor doesn't necessarily equate to rough,,LOCATION1,general,Negative
3981,"LOCATION1 was previously in LOCATION2, and richmond in Surrey",,LOCATION1,general,Negative
3982,"LOCATION1 was the area north of the Thames , west of the Lea and east of the Colne",,LOCATION1,general,Negative
3983,LOCATION1 was the backdrop to `` Bend it like Beckham '',,LOCATION1,general,Negative
3984,LOCATION1 was the only area affordable north of the river I could think of,,LOCATION1,price,Positive
3985,LOCATION1 which is nearby is also very nice some property expense,,LOCATION1,general,Positive
3986,LOCATION1 will be close to central London and safer too,,LOCATION1,transit-location,Positive
3987,LOCATION1 won't give your husband an easy journey to Rochester,,LOCATION1,transit-location,Negative
3988,LOCATION1 would be a great location,,LOCATION1,transit-location,Positive
3989,LOCATION1 would be ideal,,LOCATION1,general,Positive
3990,LOCATION1 would probably be your best bet as it 's close to the east end so there are lots of bars and clubs,,LOCATION1,general,Positive
3991,LOCATION1'S BORDERS AND BOUNDARIES ARE THE FOLLOWING ROADS THE ROADS OF TRAFALGAR SQUARE(SQUARE NOT ROAD) AND PALL MALL EAST MAKE THE SOUTHERN BORDER,,LOCATION1,general,Positive
3992,LOCATION1's close to LOCATION2 too making it easy to get in and out of the London,,LOCATION1,transit-location,Positive
3993,"LOCATION1, LOCATION2 areas are nice, but expensive",,LOCATION1,price,Negative
3994,"LOCATION1, LOCATION2 still good but less leafy  I swear prices go up to millions in central London",,LOCATION1,price,Negative
3995,"LOCATION1, LOCATION2, there are literally dozens of areas  Don't restrict yourself to the Tube Network",,LOCATION1,price,Negative
3996,"LOCATION1, Red post Hill",,LOCATION1,price,Negative
3997,"LOCATION1, Tower Hamlets",,LOCATION1,price,Negative
3998,"LOCATION1, West London",,LOCATION1,price,Negative
3999,"LOCATION1, a total melting pot of cultures and home to many artistic and music and media groups, a wide range of shopping areas",,LOCATION1,multicultural,Positive
4000,"LOCATION1, because there is a large amount of dangerous gangs there",,LOCATION1,safety,Negative
4001,"LOCATION1, before I lived in LOCATION2 Both very nice areas",,LOCATION1,general,Positive
4002,"LOCATION1, ignore the racists, its perfectly safe",,LOCATION1,safety,Positive
4003,"LOCATION1, up-market, posh and expensive; LOCATION2 down-market, cheap and shabby",,LOCATION2,general,Negative
4004,"LOCATION1, white ethnicity is truly the minority, but in general for London, and most boroughs, this is not the case  No",,LOCATION1,multicultural,Positive
4005,LOCATION1/LOCATION2 is where the arty bars and crowd hang out,,LOCATION2,nightlife,Positive
4006,LOCATION2   try the LOCATION2 or anywhere near  LOCATION1,,LOCATION2,general,Positive
4007,LOCATION2  used to nice but LOCATION1  are proabably your best bet,,LOCATION2,general,Positive
4008,"LOCATION2 / LOCATION1 is East , and at the heart of creative London with more art galleries , skinny jeans , retro furniture and cool mini-markets than you can shake a fairys wand at",,LOCATION1,shopping,Positive
4009,LOCATION2 and LOCATION1 always appears in the best place to live in the UK listings ,,LOCATION2,live,Positive
4010,"LOCATION2 and LOCATION1 are also other nice areas with upmarket bars , but can be quite expensive",,LOCATION2,price,Negative
4011,LOCATION2 and LOCATION1 are rough areas,,LOCATION1,safety,Negative
4012,LOCATION2 and LOCATION1 has a Malaysian community,,LOCATION1,multicultural,Positive
4013,"LOCATION2 and LOCATION1 would suit posh, rich people",,LOCATION1,price,Negative
4014,"LOCATION2 and LOCATION1 would top my list of places to live in, there is so much history, culture and atmosphere there",,LOCATION1,live,Positive
4015,LOCATION2 is a 10 minute walk from LOCATION1 Station which in a couple of years time will have Crossrail which will get you into Central London in 17 minutes ,,LOCATION2,transit-location,Positive
4016,LOCATION2 is a brilliant place to live LOCATION1 ( Northern Line on the Tube ) is a great location,,LOCATION2,live,Positive
4017,"LOCATION2 is great , and LOCATION1 - but they are a tad more pricey",,LOCATION2,general,Positive
